image_name,bboxs_coords
clip12/frame35.png,"[array([162.06233, 330.52753, 177.87947, 374.22076], dtype=float32), array([191.89262, 339.21832, 205.43102, 375.54156], dtype=float32), array([149.99472, 341.10776, 156.88684, 359.0927 ], dtype=float32), array([198.2654 , 342.97604, 205.36786, 361.59756], dtype=float32), array([162.2505 , 330.54633, 178.28381, 374.24222], dtype=float32), array([114.932724, 333.2239  , 126.939285, 367.7509  ], dtype=float32), array([192.16199, 339.20505, 205.36798, 375.59067], dtype=float32), array([201.40045, 344.52118, 208.00941, 361.5809 ], dtype=float32), array([194.36624, 339.30554, 203.98268, 368.8844 ], dtype=float32), array([190.21721, 340.83728, 197.07327, 360.01855], dtype=float32), array([615.3436 , 353.30554, 626.16113, 382.22412], dtype=float32), array([118.893005, 338.11847 , 127.46226 , 362.10397 ], dtype=float32), array([156.96869, 337.2432 , 165.70877, 359.84338], dtype=float32), array([149.90343, 341.09933, 157.19197, 360.723  ], dtype=float32), array([701.58624, 331.3664 , 720.2306 , 384.4821 ], dtype=float32), array([814.1106 , 327.77716, 834.51544, 392.31223], dtype=float32), array([113.80788, 332.6241 , 127.71915, 372.72986], dtype=float32), array([184.79729, 340.76544, 192.10216, 360.194  ], dtype=float32), array([116.59678, 332.15707, 124.70975, 355.12332], dtype=float32), array([139.32872, 338.74475, 147.40956, 360.58224], dtype=float32), array([178.48154, 338.3388 , 185.05666, 357.03867], dtype=float32), array([190.45001, 341.54193, 198.86841, 365.35016], dtype=float32), array([379.15436, 343.56415, 387.16745, 364.8015 ], dtype=float32), array([578.81335,  40.11044, 595.3789 ,  86.14217], dtype=float32), array([199.89859, 343.9052 , 206.79465, 361.60797], dtype=float32), array([616.1854 , 353.50546, 625.0054 , 377.46588], dtype=float32), array([202.71733, 344.62665, 208.84294, 361.67938], dtype=float32), array([364.51212, 354.79413, 369.8444 , 370.30722], dtype=float32), array([589.2842 , 349.17645, 597.4103 , 370.9518 ], dtype=float32)]"
clip12/frame30.png,"[array([194.34714, 338.99814, 207.96529, 375.34915], dtype=float32), array([166.52731, 330.1609 , 180.82573, 369.31723], dtype=float32), array([154.43854, 336.14844, 166.63322, 369.34644], dtype=float32), array([166.03435, 330.1858 , 180.70293, 370.06366], dtype=float32), array([148.94133, 335.24286, 161.71056, 368.53894], dtype=float32), array([155.60861, 336.05887, 165.7145 , 364.39444], dtype=float32), array([194.1607 , 338.9967 , 207.87082, 375.3155 ], dtype=float32), array([140.66185, 332.9645 , 152.59636, 364.73474], dtype=float32), array([120.56283, 322.46512, 135.2619 , 362.0688 ], dtype=float32), array([146.70705, 334.99536, 158.56479, 365.3305 ], dtype=float32), array([153.29951, 335.81998, 166.4038 , 369.89853], dtype=float32), array([701.9726 , 330.646  , 720.20544, 383.93494], dtype=float32), array([166.76909, 330.2144 , 180.51828, 368.56903], dtype=float32), array([190.50351, 340.887  , 197.58273, 359.52267], dtype=float32), array([148.71236, 334.85764, 157.8446 , 360.35873], dtype=float32), array([379.3235 , 343.8273 , 387.70834, 365.29578], dtype=float32), array([ 95.97276 , 317.55234 , 117.906136, 378.31766 ], dtype=float32), array([141.44473, 332.5804 , 150.5623 , 358.1242 ], dtype=float32), array([615.6224 , 353.46982, 625.4798 , 379.60324], dtype=float32), array([578.3763  ,  40.6131  , 595.7449  ,  88.629745], dtype=float32), array([589.7944 , 349.12158, 597.5909 , 369.60092], dtype=float32), array([539.72034, 342.87054, 551.3617 , 376.93423], dtype=float32), array([121.099365, 322.50616 , 134.33942 , 359.16525 ], dtype=float32), array([150.7381 , 334.78412, 162.49782, 365.0204 ], dtype=float32), array([131.66675, 331.80606, 143.37547, 365.12003], dtype=float32), array([814.2121 , 329.5028 , 833.23645, 390.23517], dtype=float32), array([140.53033, 332.6719 , 155.33916, 370.94427], dtype=float32), array([365.06613, 357.3398 , 369.70276, 370.48102], dtype=float32), array([653.36053, 340.69678, 664.588  , 371.9812 ], dtype=float32)]"
clip12/frame25.png,"[array([196.95726, 340.2942 , 208.64139, 372.5195 ], dtype=float32), array([364.52618, 357.51422, 369.41663, 371.07974], dtype=float32), array([298.84882, 340.90485, 308.78503, 367.48907], dtype=float32), array([299.9081 , 352.3115 , 307.0069 , 368.09576], dtype=float32), array([ 90.3624 , 336.04663,  97.88437, 356.28436], dtype=float32), array([603.1652 , 359.67712, 609.3898 , 375.87857], dtype=float32), array([196.38919, 340.2855 , 208.0936 , 371.43558], dtype=float32), array([100.22254, 339.81284, 105.92948, 355.1612 ], dtype=float32), array([169.77672, 330.31174, 182.05437, 364.2179 ], dtype=float32)]"
clip12/frame100.png,"[array([161.99106, 335.35486, 177.38052, 375.27313], dtype=float32), array([121.78166, 328.0867 , 138.27116, 370.5033 ], dtype=float32), array([162.23608, 335.48083, 178.10063, 375.25742], dtype=float32), array([121.47656, 328.09082, 137.83589, 370.67947], dtype=float32), array([705.7908 , 329.26263, 724.4583 , 383.6493 ], dtype=float32), array([137.80983, 338.54535, 145.31369, 359.96878], dtype=float32), array([793.3343 , 321.39023, 821.5795 , 397.54663], dtype=float32), array([693.4247 , 338.44034, 708.3907 , 377.08875], dtype=float32), array([723.61786, 351.6606 , 733.37823, 377.7049 ], dtype=float32), array([594.20776, 341.5952 , 604.932  , 369.59232], dtype=float32), array([185.35587, 340.78732, 192.0333 , 358.8773 ], dtype=float32), array([366.50497, 354.54272, 372.44113, 370.34866], dtype=float32), array([794.1333 , 321.8518 , 819.2715 , 391.43167], dtype=float32), array([275.1268 , 354.46814, 281.3229 , 370.04376], dtype=float32), array([822.62994, 317.58643, 847.3475 , 386.92624], dtype=float32), array([843.45514, 327.41858, 853.5937 , 389.80453], dtype=float32), array([161.64075, 335.26865, 177.47267, 375.26352], dtype=float32), array([119.702835, 334.22845 , 130.96513 , 365.6133  ], dtype=float32), array([590.4206 , 353.14273, 599.4762 , 376.72562], dtype=float32), array([589.2743 , 343.13055, 606.4809 , 387.40924], dtype=float32), array([139.14633, 338.7628 , 146.02881, 359.62454], dtype=float32), array([ 75.58366, 336.9437 ,  81.821  , 354.40622], dtype=float32), array([122.245125, 328.08255 , 138.55978 , 370.52948 ], dtype=float32), array([155.54298, 336.7113 , 164.54825, 360.66608], dtype=float32), array([582.14935, 349.39017, 591.825  , 374.57877], dtype=float32), array([846.63684, 331.76443, 853.5937 , 355.19162], dtype=float32), array([ 67.30321, 327.30368,  74.43066, 345.37494], dtype=float32)]"
clip12/frame118.png,"[array([108.327484, 317.40753 , 127.06812 , 370.76828 ], dtype=float32), array([152.62694, 334.74316, 168.35782, 374.16306], dtype=float32), array([759.57886, 312.30026, 787.2959 , 393.22852], dtype=float32), array([156.0999 , 336.621  , 169.26282, 372.45886], dtype=float32), array([705.8289 , 329.94263, 724.0134 , 380.3064 ], dtype=float32), array([108.465324, 317.4812  , 126.8316  , 370.71292 ], dtype=float32), array([153.08057, 335.33853, 168.95404, 374.0737 ], dtype=float32), array([693.15857, 338.39752, 707.30475, 374.78296], dtype=float32), array([759.64716, 312.39798, 786.2461 , 390.00787], dtype=float32), array([ 75.68003, 336.72903,  82.27704, 354.35318], dtype=float32), array([184.86943, 341.01498, 192.41628, 361.62875], dtype=float32), array([121.9656 , 321.9117 , 130.88779, 349.17487], dtype=float32), array([822.9068 , 317.6635 , 846.0606 , 385.68433], dtype=float32), array([ 75.897125, 323.46597 ,  81.69812 , 338.69177 ], dtype=float32), array([117.98462, 322.0924 , 133.64311, 367.6939 ], dtype=float32), array([705.6492, 329.8158, 724.1499, 381.2162], dtype=float32), array([152.2094 , 334.88284, 167.98828, 374.29947], dtype=float32), array([ 66.53631, 328.95908,  76.60629, 353.3881 ], dtype=float32), array([843.253  , 329.47104, 853.5937 , 388.86118], dtype=float32), array([149.52756, 344.31683, 157.24245, 363.7501 ], dtype=float32), array([ 85.56572 , 332.24194 ,  93.755226, 353.2181  ], dtype=float32)]"
clip12/frame96.png,"[array([163.50024, 335.8057 , 179.20642, 375.2866 ], dtype=float32), array([789.27527, 300.68033, 822.02875, 393.9986 ], dtype=float32), array([705.9937 , 328.69135, 724.66095, 382.54456], dtype=float32), array([162.92393, 335.6948 , 178.5091 , 375.32544], dtype=float32), array([126.867775, 329.20483 , 136.02849 , 354.11765 ], dtype=float32), array([693.5475 , 338.35785, 708.46533, 377.38983], dtype=float32), array([723.65424, 351.5583 , 733.3133 , 377.75107], dtype=float32), array([790.0167 , 300.43182, 821.4198 , 393.2747 ], dtype=float32), array([168.95346, 337.62112, 180.936  , 365.44034], dtype=float32), array([123.80149, 321.2017 , 134.54698, 349.6167 ], dtype=float32), array([594.5076 , 341.76437, 604.6365 , 367.52048], dtype=float32), array([124.77829, 331.34894, 132.25214, 352.15924], dtype=float32), array([706.1193 , 328.51382, 725.79456, 384.61185], dtype=float32), array([588.6315 , 353.0913 , 599.6688 , 380.98962], dtype=float32), array([540.6114 , 341.98083, 551.9764 , 375.52353], dtype=float32), array([126.836365, 328.9125  , 136.64012 , 356.26526 ], dtype=float32), array([824.0406 , 316.43497, 847.8905 , 386.10968], dtype=float32), array([149.87166, 342.2976 , 156.93286, 361.89224], dtype=float32), array([155.41888, 336.5809 , 165.04095, 361.95737], dtype=float32), array([166.60388, 336.50912, 179.13847, 369.75717], dtype=float32), array([185.1923 , 340.6566 , 192.13544, 359.60663], dtype=float32), array([125.12415, 317.2311 , 132.70613, 336.94928], dtype=float32), array([803.9901 , 318.90305, 827.96027, 386.06915], dtype=float32), array([692.85455, 338.00967, 709.4172 , 381.1216 ], dtype=float32), array([588.2933 , 346.53604, 604.4791 , 386.37543], dtype=float32)]"
clip12/frame89.png,"[array([130.73102, 324.7023 , 148.75897, 372.76395], dtype=float32), array([168.74135, 341.466  , 182.17635, 375.11942], dtype=float32), array([168.00801, 338.31985, 181.74716, 375.0442 ], dtype=float32), array([131.34366, 324.7972 , 149.28737, 372.8463 ], dtype=float32), array([174.00002, 341.75076, 184.98788, 370.0567 ], dtype=float32), array([795.88367, 308.5459 , 829.0841 , 403.13632], dtype=float32), array([705.11163, 329.65598, 723.62463, 384.1869 ], dtype=float32), array([168.53973, 342.51855, 181.19206, 375.03326], dtype=float32), array([148.3624 , 340.6565 , 156.94572, 362.95004], dtype=float32), array([173.1839 , 341.4466 , 184.01717, 370.50125], dtype=float32), array([121.70702, 315.82755, 136.60431, 358.4737 ], dtype=float32), array([130.29446, 324.43842, 148.39757, 372.72525], dtype=float32), array([155.31688, 336.09415, 164.49321, 361.50473], dtype=float32), array([177.70677, 340.93488, 186.97977, 369.72882], dtype=float32), array([150.1561 , 333.19153, 157.286  , 350.1044 ], dtype=float32), array([165.5639 , 336.74356, 177.1344 , 366.75653], dtype=float32), array([169.118  , 336.20612, 181.96277, 373.41708], dtype=float32), array([704.40936, 329.8228 , 724.2157 , 388.01947], dtype=float32), array([541.06976, 342.67905, 552.1993 , 374.63303], dtype=float32), array([797.7625 , 307.26862, 827.57904, 394.9061 ], dtype=float32), array([ 40.40337, 339.7953 ,  49.24188, 362.78418], dtype=float32), array([ 74.959656, 336.77173 ,  81.76883 , 354.65863 ], dtype=float32), array([828.6895 , 312.57437, 853.58777, 398.51648], dtype=float32), array([122.208275, 316.08112 , 134.87311 , 352.23898 ], dtype=float32), array([149.65483, 340.2298 , 156.68245, 358.35233], dtype=float32)]"
clip12/frame71.png,"[array([140.37802, 325.48822, 159.77562, 373.29797], dtype=float32), array([174.77777, 333.41495, 190.94304, 375.64102], dtype=float32), array([140.74564, 325.49826, 159.22527, 373.2681 ], dtype=float32), array([174.46227, 332.8412 , 191.1749 , 375.67337], dtype=float32), array([181.38101, 336.8224 , 192.38472, 368.1338 ], dtype=float32), array([122.10562, 321.80527, 134.4685 , 352.21576], dtype=float32), array([ 92.5762 , 334.55972, 100.48206, 355.38522], dtype=float32), array([182.84062, 337.99136, 192.99947, 366.9107 ], dtype=float32), array([176.0568 , 334.226  , 191.35649, 375.59534], dtype=float32), array([ 75.91957, 322.86786,  82.0205 , 339.41177], dtype=float32), array([540.996  , 342.95773, 552.04144, 373.56488], dtype=float32), array([140.07079, 325.5017 , 159.93172, 373.29892], dtype=float32), array([692.4209 , 333.95618, 713.89014, 390.63074], dtype=float32), array([366.22534, 354.10605, 372.14804, 369.94147], dtype=float32), array([ 75.42216, 337.0439 ,  81.9285 , 354.8362 ], dtype=float32), array([130.70357, 327.99982, 144.94064, 371.7574 ], dtype=float32), array([300.57416, 340.72986, 308.58063, 362.1251 ], dtype=float32), array([ 85.14007, 343.82205,  91.45503, 358.31793], dtype=float32)]"
clip12/frame54.png,"[array([152.7678 , 328.1468 , 169.95102, 373.6672 ], dtype=float32), array([183.52406, 338.77042, 197.26453, 375.5813 ], dtype=float32), array([188.6215 , 338.30707, 199.81334, 370.86414], dtype=float32), array([183.00854, 340.714  , 196.15643, 375.36578], dtype=float32), array([187.12498, 337.11572, 199.46288, 371.41858], dtype=float32), array([152.92961, 328.07434, 170.39693, 373.65668], dtype=float32), array([701.9127 , 330.2774 , 720.2153 , 384.64926], dtype=float32), array([137.92496, 338.43774, 145.0861 , 359.33362], dtype=float32), array([122.58847, 320.98923, 134.65913, 352.87796], dtype=float32), array([190.76047, 340.36694, 200.8062 , 371.0018 ], dtype=float32), array([184.82544, 336.96893, 198.45636, 374.36383], dtype=float32), array([540.44745, 341.20978, 551.67944, 373.82385], dtype=float32), array([ 74.8101  , 338.06232 ,  81.606895, 355.72388 ], dtype=float32), array([209.718  , 341.8462 , 217.16388, 361.89783], dtype=float32), array([ 41.342354, 339.74106 ,  48.96621 , 359.09232 ], dtype=float32), array([374.63135, 352.75485, 380.89566, 368.9824 ], dtype=float32), array([160.08267, 333.98334, 170.91904, 364.5532 ], dtype=float32), array([365.36804, 357.12415, 370.29623, 370.51172], dtype=float32), array([842.29297, 331.6707 , 853.5937 , 389.8683 ], dtype=float32), array([265.59302, 353.9201 , 270.98975, 368.22357], dtype=float32), array([150.8935 , 333.29797, 161.514  , 363.70776], dtype=float32), array([274.51624, 354.50873, 280.53217, 368.6414 ], dtype=float32), array([656.55396, 340.74963, 671.3189 , 382.08215], dtype=float32), array([182.06947, 341.5306 , 193.36287, 371.25916], dtype=float32), array([149.31332, 339.4198 , 157.5678 , 363.25745], dtype=float32), array([139.20721, 337.797  , 146.66315, 359.74393], dtype=float32), array([125.9371 , 340.1449 , 133.43604, 357.92102], dtype=float32), array([699.7499 , 330.005  , 719.9213 , 390.33963], dtype=float32), array([122.36039, 320.48444, 135.35631, 355.97653], dtype=float32), array([152.65721, 328.24393, 169.72186, 373.5983 ], dtype=float32), array([539.55884, 340.83322, 552.09344, 377.51672], dtype=float32)]"
clip12/frame39.png,"[array([160.45744, 328.99377, 176.62157, 374.01672], dtype=float32), array([189.35432, 342.2336 , 203.54332, 375.89395], dtype=float32), array([202.91797, 346.88208, 208.5604 , 361.65125], dtype=float32), array([188.60153, 343.01883, 198.33273, 367.60355], dtype=float32), array([190.59126, 343.51434, 204.3434 , 376.01675], dtype=float32), array([196.35193, 342.81454, 203.29367, 362.06015], dtype=float32), array([201.79814, 346.94333, 208.35721, 364.1589 ], dtype=float32), array([160.63554, 328.96292, 177.02257, 373.989  ], dtype=float32), array([195.27472, 343.69946, 204.00392, 365.58246], dtype=float32), array([188.69894, 343.01605, 197.7662 , 366.86887], dtype=float32), array([149.76543, 340.85413, 157.0161 , 360.35513], dtype=float32), array([604.0311 , 360.09338, 610.2053 , 376.96228], dtype=float32), array([ 81.4011 , 341.2447 ,  96.31425, 379.9895 ], dtype=float32), array([189.062  , 342.47302, 203.12401, 375.84015], dtype=float32), array([202.51463, 346.89325, 208.5504 , 362.5803 ], dtype=float32), array([196.61896, 345.60992, 204.6554 , 366.3359 ], dtype=float32), array([ 70.62574, 323.70328,  86.83149, 370.4872 ], dtype=float32), array([138.67816, 338.2826 , 147.18745, 360.56113], dtype=float32), array([616.33575, 353.39746, 626.07654, 379.46332], dtype=float32), array([699.50934, 329.93845, 720.91406, 389.2953 ], dtype=float32), array([184.97884, 340.18765, 192.1837 , 358.81015], dtype=float32), array([ 85.54828, 344.31604,  95.45902, 368.77625], dtype=float32), array([196.5705 , 342.85477, 203.14218, 360.91357], dtype=float32), array([200.85574, 347.04105, 208.36317, 365.73575], dtype=float32), array([150.5016 , 334.4593 , 156.45004, 348.7196 ], dtype=float32), array([150.16298, 340.2042 , 156.82213, 357.98288], dtype=float32), array([364.69653, 355.72144, 370.1148 , 371.1726 ], dtype=float32), array([187.84334, 342.6889 , 195.79414, 362.64343], dtype=float32), array([190.96228, 344.26263, 204.45071, 375.7514 ], dtype=float32), array([ 73.40848, 324.86572,  86.0527 , 360.97568], dtype=float32), array([613.9882 , 356.3223 , 621.83386, 377.40524], dtype=float32), array([ 81.46775, 337.28748,  90.53133, 362.6286 ], dtype=float32)]"
