image_name,bboxs_coords
clip17/frame35.png,"[array([637.26074, 310.5922 , 667.2338 , 389.3303 ], dtype=float32), array([331.67572, 345.43338, 341.75568, 371.77536], dtype=float32), array([546.68726, 332.41925, 562.53595, 373.69946], dtype=float32), array([214.91539, 328.186  , 236.06587, 387.69214], dtype=float32), array([688.8648 , 301.798  , 718.0119 , 384.71307], dtype=float32), array([345.91373, 345.15652, 355.47122, 370.64932], dtype=float32), array([298.9733 , 341.28632, 311.6045 , 373.33725], dtype=float32), array([341.13147, 345.7337 , 349.4217 , 367.73877], dtype=float32), array([ 35.738823, 296.3984  ,  67.43309 , 384.3427  ], dtype=float32), array([164.39894, 319.69333, 189.23396, 385.25464], dtype=float32), array([144.61688, 320.08234, 166.36002, 381.36102], dtype=float32)]"
clip17/frame30.png,"[array([333.47162, 345.54996, 343.6577 , 371.82233], dtype=float32), array([544.84186, 332.48236, 559.61273, 373.51477], dtype=float32), array([633.47766, 313.233  , 661.8305 , 391.1169 ], dtype=float32), array([681.8214 , 304.92682, 710.9952 , 385.0593 ], dtype=float32), array([ 57.534626, 304.88394 ,  87.15389 , 383.6204  ], dtype=float32), array([218.78096, 329.6603 , 238.93796, 387.42368], dtype=float32), array([300.10654, 341.6344 , 313.18506, 372.85187], dtype=float32), array([347.13684, 345.31705, 356.59332, 370.85983], dtype=float32), array([158.7078 , 327.37738, 176.78409, 377.32013], dtype=float32), array([176.80249, 322.71368, 199.05936, 381.52472], dtype=float32)]"
clip17/frame25.png,"[array([627.8578, 318.1978, 655.6539, 391.5011], dtype=float32), array([223.17613, 331.37213, 243.41484, 384.98837], dtype=float32), array([345.80856, 345.13712, 356.42194, 371.6374 ], dtype=float32), array([335.3451 , 346.1631 , 344.8093 , 371.46255], dtype=float32), array([674.3666 , 308.85513, 702.0234 , 383.73148], dtype=float32), array([542.92194, 334.76895, 556.6966 , 372.7241 ], dtype=float32), array([187.89818, 326.75018, 209.4221 , 385.4833 ], dtype=float32)]"
clip17/frame100.png,"[array([683.82697, 299.70392, 720.2345 , 393.6031 ], dtype=float32), array([732.2567 , 288.54266, 769.981  , 388.1786 ], dtype=float32), array([199.19868, 330.3833 , 222.87677, 393.96878], dtype=float32), array([577.2142 , 326.44272, 599.55554, 386.65634], dtype=float32), array([335.01926, 345.84674, 345.74316, 375.2742 ], dtype=float32)]"
clip17/frame118.png,"[array([594.1787 , 319.6549 , 621.1402 , 393.12137], dtype=float32), array([750.10925, 285.5264 , 786.7578 , 389.13663], dtype=float32), array([230.9789 , 341.64532, 246.52063, 384.19034], dtype=float32), array([193.79234, 330.76608, 216.08026, 392.75235], dtype=float32), array([331.79196, 347.4898 , 342.23795, 377.54565], dtype=float32), array([322.2495 , 348.73465, 333.01126, 377.72528], dtype=float32)]"
clip17/frame96.png,"[array([574.36206, 326.2243 , 595.8814 , 386.3478 ], dtype=float32), array([200.71165, 330.12302, 225.21925, 392.75235], dtype=float32), array([681.88196, 301.11014, 716.0641 , 393.64203], dtype=float32), array([336.0569 , 345.68085, 346.79453, 374.80096], dtype=float32)]"
clip17/frame89.png,"[array([671.30054, 301.98962, 706.47394, 393.45218], dtype=float32), array([569.99054, 327.76483, 591.0561 , 384.68265], dtype=float32), array([725.364  , 290.72913, 759.32367, 387.0217 ], dtype=float32), array([337.39697, 346.4421 , 347.6695 , 374.67566], dtype=float32), array([202.0547 , 331.93326, 224.60785, 393.647  ], dtype=float32), array([260.21655, 341.77493, 273.6102 , 376.63544], dtype=float32)]"
clip17/frame71.png,"[array([658.08875, 305.22162, 690.8495 , 392.40244], dtype=float32), array([561.6531 , 327.35153, 580.7793 , 380.66687], dtype=float32), array([204.50394, 329.9467 , 227.2286 , 391.30273], dtype=float32), array([717.6922 , 294.90503, 746.6217 , 384.49643], dtype=float32), array([301.16754, 345.22067, 314.19427, 376.36084], dtype=float32), array([328.15945, 346.73203, 338.39066, 373.3077 ], dtype=float32), array([ 67.80995, 300.0612 , 101.99235, 390.43723], dtype=float32)]"
clip17/frame54.png,"[array([646.0066 , 307.20547, 679.37836, 392.28394], dtype=float32), array([555.0275 , 328.50958, 572.43365, 376.98663], dtype=float32), array([709.1144 , 295.17575, 740.7787 , 384.40866], dtype=float32), array([208.07257, 328.04163, 230.83539, 389.8076 ], dtype=float32), array([117.203  , 310.08057, 144.038  , 387.5368 ], dtype=float32), array([300.1577, 343.194 , 312.6996, 375.095 ], dtype=float32)]"
clip17/frame39.png,"[array([639.9661 , 309.93906, 671.5746 , 390.0758 ], dtype=float32), array([548.3752 , 330.50067, 565.02545, 374.33066], dtype=float32), array([331.03296, 345.20462, 341.0654 , 371.2201 ], dtype=float32), array([213.08766, 328.44376, 234.21536, 387.22055], dtype=float32), array([693.7903 , 300.42065, 724.2173 , 384.89676], dtype=float32), array([300.93338, 343.7727 , 312.43835, 373.38675], dtype=float32)]"
clip17/frame53.png,"[array([646.7205 , 307.1703 , 678.70593, 391.87836], dtype=float32), array([208.30516, 327.8031 , 230.6632 , 388.5647 ], dtype=float32), array([554.3678 , 328.62225, 571.7001 , 376.42142], dtype=float32), array([119.61396, 308.88104, 147.30247, 389.40945], dtype=float32), array([299.99323, 343.7749 , 312.49   , 375.04886], dtype=float32)]"
clip17/frame142.png,"[array([619.2486 , 311.29272, 651.4579 , 399.68506], dtype=float32), array([764.6286 , 276.65558, 804.99554, 389.9744 ], dtype=float32), array([730.7076 , 288.28833, 767.36725, 386.34576], dtype=float32), array([187.85907, 330.7874 , 211.41666, 395.32242], dtype=float32)]"
clip17/frame119.png,"[array([595.2678 , 318.56818, 622.57697, 394.34357], dtype=float32), array([193.30243, 331.63647, 216.21046, 395.94672], dtype=float32), array([229.62729, 341.8778 , 245.02171, 384.43793], dtype=float32), array([750.7079 , 299.68637, 786.59314, 388.19193], dtype=float32), array([321.87503, 348.70865, 332.92853, 377.90857], dtype=float32)]"
